UBIGEO,VIVIENDA,AguaAcceso,Electricidad
140205,91,1,1
140205,92,1,1
150132,14,1,1
150132,49,1,1
150132,67,1,1
150132,67,1,1
150132,103,1,1
150132,121,1,1
150132,155,1,1
150118,39,1,1
150118,58,2,1
150118,67,1,1
150118,75,1,1
150137,9,1,1
150137,30,1,1
150137,52,1,1
150137,61,1,1
150137,72,1,1
150115,6,1,1
150115,55,1,1
150115,79,1,1
150131,26,1,1
150131,76,1,1
150131,93,1,1
150131,160,1,1
150133,19,1,1
150133,52,1,1
150133,70,1,1
150133,85,1,1
150133,103,1,1
150142,53,1,1
150142,77,1,1
150142,122,1,1
150142,192,1,1
150801,29,1,1
150801,49,1,1
150801,70,1,1
150801,110,1,1
150805,3,1,1
150805,23,1,1
150805,61,1,1
150805,81,1,1
150805,98,1,1
150805,118,1,1
150301,12,1,1
150301,29,1,1
150301,35,1,1
150301,58,1,1
150301,67,1,1
150601,8,1,1
150601,53,1,1
150601,68,1,1
150601,109,1,1
150601,124,1,1
150407,50,1,1
150407,51,1,1
150407,52,1,1
150407,116,1,1
150407,117,1,1
150407,119,1,1
150407,120,1,1
150511,12,1,1
150511,20,1,1
150511,29,1,1
150511,46,1,1
150511,52,1,1
150511,75,1,1
150511,89,1,1
160108,8,1,1
160108,21,2,1
160108,32,1,1
160108,45,2,1
160108,58,2,1
160108,106,1,1
160108,119,1,1
160201,13,1,1
160201,43,1,1
160201,72,1,1
160201,101,1,1
160201,112,1,1
180303,17,1,1
180303,81,1,1
200101,20,1,1
200101,45,1,1
200101,58,1,1
200101,72,1,1
200101,110,1,1
200101,105,1,1
200501,4,1,1
200501,20,1,1
200501,54,1,1
200501,69,1,1
200501,86,1,1
200501,103,1,1
200105,6,1,1
200105,47,1,1
200105,72,1,1
200105,99,1,1
211101,3,1,1
211101,34,1,1
211101,41,1,1
211101,49,1,1
211101,3,1,1
211101,18,1,1
211101,32,1,1
211101,118,1,1
210802,117,1,0
210802,120,1,0
210802,121,1,0
210901,52,1,1
210901,116,1,1
210901,121,1,1
210901,122,1,1
210901,123,1,1
210901,126,1,1
210901,128,1,1
220802,13,2,0
220802,14,1,1
220802,15,1,1
220802,16,1,1
220802,105,1,1
220802,109,1,1
220909,10,1,1
220909,45,1,1
220909,45,1,1
220909,62,1,1
220909,96,1,1
220909,147,1,1
220206,10,1,1
220206,24,1,1
220206,37,1,1
220206,56,1,1
220206,70,1,1
220206,83,1,1
220605,11,1,1
220605,25,2,1
220605,38,1,1
220605,80,1,1
220605,109,2,1
220605,122,2,1
220605,137,1,1
230104,23,1,1
230104,38,1,1
230104,81,1,1
230104,97,1,1
230104,109,1,0
240101,34,1,1
240101,47,1,1
240101,84,1,1
240101,108,1,1
10101,20,1,1
10101,63,1,1
10101,127,1,1
10101,149,1,1
10501,1,1,1
10501,20,1,1
10501,30,1,1
10501,49,1,1
10501,59,1,1
10501,77,1,1
21809,27,1,1
21809,39,1,1
21809,52,1,1
21809,65,1,1
21809,79,1,1
21809,103,1,1
21809,116,1,1
21809,10,1,1
21809,21,1,1
21809,41,1,1
21809,41,1,1
21809,64,1,1
21809,97,1,1
20801,16,1,1
20801,31,2,1
20801,59,1,1
20801,85,1,1
20801,99,2,1
20801,111,2,1
40108,16,1,1
40108,56,1,1
40108,75,1,1
40108,133,1,1
40108,169,1,1
40208,3,1,1
40208,14,1,1
40208,26,1,1
40208,37,1,1
40208,49,2,1
40208,70,1,1
40302,19,1,1
40302,33,1,1
40302,48,1,1
40302,77,1,1
40302,92,1,1
40302,120,1,1
40703,59,1,1
40703,72,1,1
40703,87,1,1
40703,99,1,1
60101,2,1,1
60101,23,1,1
60101,64,2,1
60101,104,1,1
60101,64,1,1
60101,102,1,1
60101,121,1,1
60701,33,1,1
60701,52,1,1
60701,69,1,1
60701,85,1,1
60701,103,1,1
60701,120,1,1
60301,13,1,1
60301,30,1,1
60301,63,1,1
60301,80,1,1
60301,146,1,1
60601,3,1,1
60601,18,1,1
60601,48,1,1
60601,63,1,1
60601,77,1,1
60601,92,1,1
60502,11,1,1
60502,25,1,1
60502,52,1,1
60502,79,1,1
60502,93,1,1
60502,104,1,1
110101,2,1,1
110101,36,1,1
110101,72,1,1
110101,86,1,1
110101,104,1,1
110106,13,1,1
110106,52,1,1
110106,72,1,1
110106,129,1,1
110106,165,1,1
110108,13,2,1
110108,60,2,1
110108,75,2,1
110108,89,2,1
110111,14,1,1
110111,24,1,1
110111,34,1,1
110111,53,1,1
110111,83,2,1
110503,15,1,1
110503,30,1,1
110503,60,1,1
110503,72,1,1
110503,87,1,1
110503,102,1,1
131003,4,1,1
131003,33,1,1
131003,45,1,1
131003,90,1,1
130901,44,1,1
130901,62,1,1
130901,80,1,1
130901,98,2,1
130901,117,2,1
130613,8,1,1
130613,19,1,1
130613,43,1,1
130613,65,1,1
130613,77,1,1
130613,100,1,1
131001,5,1,1
131001,23,1,1
131001,97,1,1
131001,133,1,1
150507,44,2,1
150507,62,2,1
150507,98,2,1
150507,133,2,1
150501,2,2,1
150501,15,2,1
150501,29,2,1
150501,42,2,1
150501,65,2,1
150501,78,2,1
150205,16,2,1
150205,31,2,1
150205,48,1,1
150205,64,1,1
150205,143,2,1
150801,7,1,1
150801,20,1,1
150801,47,1,1
150801,60,1,1
150801,72,1,1
150801,85,1,1
150505,11,1,1
150505,26,1,1
150505,106,1,1
150509,8,1,1
150509,36,1,1
150509,50,1,1
150509,80,1,1
150806,8,1,1
150806,25,1,1
150806,57,1,1
150806,74,1,1
150806,91,1,1
150806,110,1,1
150205,42,2,1
150205,89,2,1
150205,108,1,1
150205,137,2,1
180101,24,1,1
180101,40,1,1
180101,70,1,1
180101,83,1,1
180101,100,1,1
180101,129,1,1
180301,3,1,1
180301,14,1,1
180301,23,1,1
180301,74,1,1
180301,82,1,1
180301,107,1,1
180301,148,1,1
180303,15,1,1
180303,24,1,1
180303,33,1,1
180303,61,1,1
180303,78,1,1
200301,17,1,1
200301,26,1,1
200301,44,1,1
200301,63,1,1
200301,72,1,1
200301,81,1,1
230110,30,1,1
230110,52,1,1
230110,62,1,1
230110,94,1,1
230110,57,1,1
230110,75,1,1
230110,111,1,1
230110,146,1,1
230102,21,1,1
230102,27,1,1
230102,33,1,1
230102,48,1,1
230102,53,1,1
230102,59,2,1
230102,4,1,1
230102,18,1,1
230102,48,1,1
230102,77,1,1
230102,93,1,1
230110,1,1,1
230110,7,1,1
230110,17,1,1
230110,33,1,1
230110,43,1,1
90401,34,1,1
90401,35,1,1
90401,68,1,1
90401,69,1,1
90401,72,1,1
90401,74,1,1
150603,6,1,1
150603,12,1,1
150603,18,1,1
150603,24,1,1
150603,36,1,1
150603,43,1,1
150603,49,1,1
150603,61,1,1
10703,23,1,1
10703,62,1,1
10703,64,1,1
10703,65,1,1
10703,66,1,1
10703,67,1,1
10702,25,1,1
10702,26,1,1
10702,27,1,1
10702,89,1,1
10702,90,2,1
10702,91,1,1
10702,92,2,1
81004,7,1,1
81004,13,1,1
81004,25,1,1
81004,31,1,1
81004,42,1,1
81004,54,1,1
150715,21,1,1
150715,22,1,1
150715,24,1,1
150715,45,1,1
150715,46,1,1
150715,48,1,1
110103,25,1,1
110103,26,1,1
110103,27,1,1
110103,28,1,1
110103,69,1,1
110103,70,1,1
110103,77,1,1
110103,78,1,1
10110,1,1,1
10110,3,1,1
10110,4,1,1
10110,115,1,1
10110,115,1,1
10110,116,1,1
10110,118,1,1
10110,119,1,1
10110,120,1,1
100605,62,1,0
100605,427,1,1
100605,428,1,1
100605,430,1,1
100605,432,1,1
100605,434,1,1
100605,436,1,1
221003,97,1,1
221003,98,1,1
221003,99,1,1
221003,102,1,1
221003,147,1,1
221003,150,1,1
221003,173,1,1
221003,175,1,1
120415,22,1,1
120415,23,1,1
120415,25,1,1
120415,88,1,1
120415,89,1,1
120415,90,1,1
170303,5,1,1
170303,14,1,1
170303,15,1,1
170303,16,1,1
170303,53,1,1
10101,5,1,1
10101,26,1,1
10101,45,2,1
10101,64,1,1
10101,84,1,1
10101,105,2,1
10101,2,2,1
10101,11,2,1
10101,15,2,0
10101,21,2,1
10101,24,1,1
10101,30,2,1
10101,35,2,1
10101,50,1,1
10101,64,1,1
10101,78,2,1
10101,93,1,1
10101,136,1,1
10101,10,1,1
10101,26,1,1
10101,55,1,1
10101,89,1,1
10101,102,1,1
10101,115,1,1
10101,130,1,1
10101,143,1,1
10101,31,1,1
10101,42,1,1
10101,53,1,1
10101,65,1,1
10101,74,1,1
10101,96,1,1
10101,107,1,1
10101,2,1,1
10101,29,1,1
10101,42,1,1
10101,52,1,1
10101,63,1,1
10101,74,1,1
10101,4,1,1
10101,16,1,1
10101,25,1,1
10101,34,1,1
10101,39,1,1
10101,55,1,1
10101,98,1,1
10101,12,2,1
10101,45,1,1
10101,62,1,1
10101,96,1,1
10101,114,1,1
10101,131,2,1
10101,165,1,1
10101,182,1,1
10101,6,1,1
10101,18,1,1
10101,30,1,1
10101,54,1,1
10101,66,1,1
10101,77,1,1
10101,113,1,1
10101,10,1,1
10101,25,1,1
10101,39,1,1
10101,68,1,1
10101,82,1,1
10101,96,1,1
10101,40,1,1
10101,53,1,1
10101,79,2,1
10101,92,2,1
10101,117,2,1
10101,2,1,1
10101,22,1,1
10101,31,1,1
10101,44,1,1
10101,67,1,1
10101,77,1,1
10101,112,1,1
10101,20,1,1
10101,29,1,1
10101,50,1,1
10101,60,1,1
10101,69,1,1
10101,89,1,1
10101,109,1,1
10101,7,1,1
10101,34,1,1
10101,47,1,1
10101,61,1,1
10101,74,1,1
10101,88,1,1
10101,5,1,1
10101,30,2,1
10101,42,1,1
10101,54,1,1
10101,65,2,1
10101,78,1,1
10101,121,1,1
10101,1,1,1
10101,38,1,1
10101,50,1,1
10101,62,1,1
10101,74,1,1
10101,89,1,1
10101,16,1,1
10101,76,1,1
10101,88,1,1
10101,104,1,1
10101,118,1,1
10509,17,1,1
10509,36,1,1
10509,72,1,1
10509,93,1,1
10509,111,1,1
10509,130,1,1
10110,25,1,1
10110,51,1,1
10110,66,1,1
10110,101,1,1
10306,6,1,1
10306,18,1,1
10306,30,1,1
10306,41,1,1
10306,53,1,1
10306,65,1,1
10110,9,1,1
10110,19,1,1
10110,39,1,1
10110,49,1,1
10110,59,1,1
10110,69,1,1
10701,11,2,1
10701,43,2,1
10701,60,2,1
10701,76,2,1
10701,93,2,1
10701,108,2,1
10601,22,1,1
10601,34,1,1
10601,57,1,1
10601,68,1,1
10601,79,1,1
10601,91,1,1
10701,9,2,1
10701,23,2,1
10701,62,2,1
10701,76,2,1
10701,91,2,1
10701,5,1,1
10701,29,1,1
10701,66,1,1
10701,78,1,1
10701,90,1,1
10701,101,1,1
10701,51,2,1
10701,68,2,1
10701,105,2,1
10701,123,2,1
10701,141,1,1
10701,31,2,1
10701,53,1,1
10701,77,2,1
10701,98,2,1
10701,120,2,1
10701,140,2,1
10203,6,2,1
10203,17,1,1
10203,41,1,1
10203,52,1,1
10203,63,2,0
10203,75,1,1
10701,4,1,1
10701,13,1,0
10701,22,1,1
10701,33,1,1
10701,71,1,1
10701,77,1,1
10201,18,2,1
10201,38,1,1
10201,56,2,1
10201,76,2,1
10201,116,2,1
10201,135,2,1
10307,35,1,1
10307,58,1,1
10307,79,1,1
10307,101,1,1
10307,122,1,0
10307,164,1,1
10502,9,1,1
10502,32,2,1
10502,54,1,1
10502,76,2,1
10502,120,1,0
10502,143,2,1
10701,19,2,1
10701,39,2,1
10701,59,2,1
10701,80,2,1
10701,140,2,1
10205,14,1,1
10205,35,1,1
10205,58,1,1
10205,79,1,1
10205,102,1,1
10205,145,1,1
10701,6,2,1
10701,18,2,1
10701,40,2,1
10701,51,2,1
10701,74,2,1
10701,86,2,1
10201,9,2,1
10201,19,2,1
10201,28,2,1
10201,47,2,1
10201,56,2,1
10201,66,2,1
10701,3,2,1
10701,21,2,1
10701,38,2,1
10701,74,2,1
10701,91,2,1
10701,127,2,1
10201,5,1,1
10201,17,1,1
10201,30,1,1
10201,42,1,1
10201,55,1,1
10201,80,1,1
10401,8,1,1
10401,21,2,1
10401,32,2,0
10401,44,2,1
10401,68,1,1
10401,80,2,1
10201,1,1,1
10201,4,2,1
10201,32,1,1
10201,44,1,1
10201,73,1,1
10201,113,1,1
10201,137,1,1
10706,20,1,1
10706,36,2,1
10706,52,1,1
10706,83,1,1
10706,99,1,1
10312,11,1,1
10312,16,1,1
10312,66,1,1
10312,90,1,1
10312,114,1,1
10205,11,2,0
10205,53,1,0
10205,73,1,0
10205,115,2,0
10205,136,1,0
10203,4,1,1
10203,14,1,1
10203,27,1,1
10203,59,1,1
10203,71,1,1
10601,18,1,1
10601,37,1,1
10601,157,1,1
10307,3,1,1
10307,16,1,1
10307,46,1,1
10307,61,1,1
10307,74,1,1
10307,89,1,1
10201,8,1,1
10201,25,1,1
10201,59,1,1
10201,76,1,1
10201,76,1,1
10201,76,1,1
10201,94,1,1
10201,111,1,1
10701,2,2,1
10701,14,2,1
10701,37,2,1
10701,49,2,1
10701,61,2,1
10701,72,2,1
10701,6,1,1
10701,36,2,1
10701,51,2,1
10701,66,2,1
10701,78,2,1
10701,95,2,1
10702,12,1,1
10702,27,1,1
10702,52,1,1
10702,67,1,1
10702,79,1,1
10702,94,1,1
10701,16,2,1
10701,34,2,1
10701,52,2,1
10701,88,2,1
10701,124,2,1
10701,124,2,1
10701,141,2,1
10701,1,2,1
10701,21,2,1
10701,41,2,1
10701,60,2,1
10701,80,2,1
10701,120,2,1
10202,24,1,1
10202,42,2,1
10202,56,1,1
10202,73,1,1
10202,91,1,1
10202,106,1,1
10201,6,1,1
10201,22,1,1
10201,52,1,1
10201,68,1,1
10201,83,1,1
10201,99,1,1
10206,16,1,1
10206,32,1,1
10206,49,1,1
10206,81,1,1
10206,97,1,1
10206,114,1,1
10702,15,1,1
10702,26,1,1
10702,42,1,1
10702,56,1,1
10702,69,1,1
10702,84,1,1
10702,7,1,1
10702,25,1,1
10702,61,1,1
10702,79,1,1
10702,97,1,1
10702,115,1,1
10104,11,1,1
10104,24,1,1
10104,38,1,1
10104,65,1,1
10104,78,1,1
10104,92,1,1
10104,143,1,1
10520,110,1,1
10520,111,1,1
10520,225,1,1
10520,226,1,1
10520,227,1,1
10520,228,1,1
10520,229,1,1
10520,230,1,1
10523,1,1,1
10523,19,1,1
10523,28,1,1
10523,46,1,1
10523,55,1,1
10523,63,1,1
10523,72,1,1
10514,142,2,1
10514,143,1,1
10514,144,1,1
10514,462,1,1
10514,463,1,1
10514,464,1,1
10514,465,1,1
10514,467,1,1
10101,41,1,1
10101,42,1,1
10101,44,1,1
10101,99,1,1
10101,100,1,1
10101,105,1,1
10306,57,1,1
10306,58,1,1
10306,153,1,1
10306,154,1,1
10306,157,1,0
10306,159,1,1
10306,160,1,1
10521,8,1,1
10521,10,1,1
10521,11,1,1
10521,13,1,1
10521,38,1,1
10521,39,1,1
10521,43,1,1
10515,8,1,1
10515,14,1,1
10515,19,1,1
10515,25,1,1
10515,48,1,1
10515,54,1,1
10515,60,1,1
10515,65,1,1
10504,89,1,1
10504,90,1,1
10504,91,1,1
10504,92,1,1
10504,185,1,1
10504,186,1,1
10504,187,1,1
10504,188,1,1
10117,5,1,1
10117,7,1,1
10117,8,1,1
10117,32,1,1
10117,37,1,1
10117,38,2,1
10117,39,2,1
10117,40,2,1
10521,4,1,1
10521,11,1,1
10521,17,1,1
10521,30,1,1
10521,37,1,1
10521,44,1,1
10521,57,1,1
10521,63,1,1
10109,69,1,1
10109,72,1,1
10109,159,1,1
10109,160,1,1
10109,161,1,1
10109,162,1,1
10109,163,1,1
10109,164,1,1
10106,2,1,1
10106,3,1,1
10106,4,1,1
10106,16,1,0
10509,45,1,1
10509,46,1,1
10509,47,1,1
10509,48,1,1
10509,98,1,1
10509,102,1,1
10509,103,1,1
10509,105,1,1
10308,29,1,1
10308,30,1,1
10308,32,1,1
10308,52,1,1
10308,54,1,1
10308,55,1,1
10308,56,2,1
10114,19,1,1
10114,33,1,1
10114,95,1,1
10114,107,1,1
10114,121,1,1
10114,132,1,1
10114,144,1,1
10506,14,1,1
10506,15,1,1
10506,16,1,1
10506,17,1,1
10506,38,1,1
10506,40,1,1
10506,41,1,0
10507,25,1,1
10507,26,1,1
10507,27,1,1
10507,87,1,1
10507,88,1,1
10507,89,1,1
10507,90,1,1
10120,1,1,1
10120,2,1,1
10120,3,1,1
10120,4,1,1
10120,61,1,1
10120,62,1,1
10120,63,1,1
10506,6,1,1
10506,24,1,1
10506,32,1,1
10506,50,1,1
10506,59,1,1
10506,67,1,1
10506,76,1,1
10506,85,1,1
10521,73,1,1
10521,74,1,1
10521,75,1,1
10521,76,1,1
10521,158,2,1
10521,159,1,1
10521,160,1,1
10521,161,1,1
10110,1,2,1
10110,2,1,1
10110,3,1,1
10110,4,1,1
10110,21,1,1
10110,22,1,1
10110,23,1,1
10110,24,1,1
10504,8,1,1
10504,17,1,1
10504,24,1,1
10504,48,1,1
10504,57,1,1
10504,64,1,1
10504,80,1,1
10114,13,2,1
10114,184,1,1
10114,190,1,1
10114,191,2,1
10114,192,1,1
10114,193,1,1
10114,195,2,1
10114,196,1,1
10109,1,1,1
10109,2,1,1
10109,3,1,1
10109,4,1,1
10109,29,1,1
10109,30,1,1
10109,32,1,1
10113,13,2,1
10113,14,2,1
10113,15,2,1
10113,16,2,1
10113,61,1,1
10113,63,1,1
10113,64,1,1
10113,65,1,1
10607,1,1,1
10607,35,1,1
10607,52,1,1
10607,69,1,1
10607,122,1,1
10607,155,1,1
10607,171,1,1
10607,186,1,1
10205,177,1,0
10701,117,2,1
10701,118,2,1
10701,119,2,1
10701,238,1,1
10701,241,1,1
10701,242,1,1
10701,244,1,1
10701,245,2,1
10705,1,1,1
10705,2,1,1
10705,121,1,1
10705,123,1,1
10705,124,1,1
10705,125,1,1
10705,126,1,1
10609,413,1,1
10609,414,1,1
10609,415,1,1
10609,909,1,1
10609,910,1,1
10609,911,1,1
10609,912,1,1
10704,16,2,1
10704,20,2,1
10704,21,2,1
10704,33,2,1
10704,34,2,1
10704,46,2,1
10704,47,2,1
10704,48,2,1
10608,12,1,1
10608,13,1,1
10608,38,1,1
10608,39,1,1
10608,40,1,1
10608,46,1,1
10701,22,1,1
10701,23,1,1
10701,179,2,1
10701,180,1,1
10307,29,1,1
10307,30,1,1
10307,31,1,1
10307,32,1,1
10307,106,1,1
10307,107,1,1
10307,109,1,1
10307,110,1,1
10602,125,1,1
10602,126,1,1
10602,127,1,1
10602,294,1,1
10602,295,1,1
10602,296,1,1
10602,297,1,1
10602,298,1,1
10401,5,1,0
10401,6,1,0
10401,7,1,0
10401,8,1,0
10701,53,1,0
10701,54,1,0
10701,55,1,0
10701,56,1,0
10701,57,1,0
10701,58,1,0
10522,5,1,1
10522,13,1,1
10522,31,1,1
10522,39,1,1
10522,47,2,1
10522,55,2,1
10522,71,2,1
10522,80,1,1
10205,153,2,0
10205,154,1,0
10205,155,2,0
10205,156,1,0
10205,257,1,0
10205,258,1,0
10205,259,1,0
10205,260,1,0
10701,41,2,1
10701,42,2,1
10701,44,2,1
10701,114,2,1
10701,116,2,1
10701,117,2,1
10701,118,2,1
10706,10,1,1
10706,72,1,1
10706,74,1,1
10706,75,1,1
10706,77,1,1
10706,78,1,1
10706,79,1,1
10609,21,1,1
10609,22,1,1
10609,23,1,1
10609,26,1,1
10609,164,1,1
10609,165,1,1
10609,167,1,1
10609,168,1,1
10604,9,1,1
10604,10,1,1
10604,11,1,1
10604,12,1,1
10604,22,1,1
10604,23,1,1
10604,24,1,1
10604,30,1,1
10604,8,1,1
10604,17,1,1
10604,26,1,1
10604,62,1,1
10604,70,1,1
10604,79,1,1
10604,88,1,1
10205,229,1,0
10205,230,1,0
10205,231,1,0
10205,232,1,0
10205,687,1,1
10205,688,1,1
10205,689,1,1
10205,691,1,1
10702,13,1,1
10312,58,1,1
10312,59,1,1
10312,60,1,1
10312,189,1,1
10312,191,1,1
10312,192,1,1
10312,193,1,1
10312,194,1,1
10605,98,2,1
10605,99,1,1
10605,100,1,1
10701,1,1,1
10701,2,1,1
10701,3,1,1
10701,4,1,1
10701,53,1,1
10701,54,1,1
10701,55,1,1
10701,56,2,1
10202,34,2,1
10202,35,2,1
10202,36,2,1
10702,61,1,1
10702,63,1,1
10702,64,1,1
10702,208,1,1
10702,209,2,1
10702,210,1,1
10702,211,1,1
10702,212,1,1
10513,33,1,1
10513,36,1,0
10513,155,1,1
10513,156,1,1
10513,157,1,1
10513,158,1,1
10513,159,1,1
10513,160,1,1
10401,17,1,1
10401,18,1,1
10401,19,1,1
10401,20,1,1
10401,74,1,1
10401,75,1,1
10401,76,1,1
10706,29,1,1
10706,30,1,1
10706,31,1,1
10706,32,1,1
10706,81,1,1
10706,82,1,1
10706,83,1,1
10706,84,1,1
10201,37,1,1
10201,38,1,1
10201,40,1,1
10201,125,2,1
10201,126,2,1
10201,127,2,1
10201,128,2,1
10201,129,2,1
10604,25,1,1
10604,27,1,1
10604,28,1,1
10604,162,1,1
10604,163,1,1
10604,164,1,1
10604,165,1,1
10604,167,1,1
10201,13,2,1
10201,15,1,1
10201,116,1,1
10201,117,1,1
10201,118,1,1
10201,119,1,1
10201,120,1,1
10512,9,1,1
10512,12,1,1
10512,15,1,1
10512,27,1,1
10512,40,1,1
10512,70,1,1
10512,119,1,1
10512,135,1,1
10401,102,1,1
10707,118,1,1
10707,119,1,1
10707,265,1,1
10707,267,1,1
10707,268,1,1
10601,77,1,1
10601,78,1,1
10601,79,1,1
10601,157,1,1
10601,158,1,1
10601,159,1,1
10601,160,1,1
10205,41,1,1
10205,42,1,1
10205,43,1,0
10205,44,1,1
10205,92,1,1
10205,93,1,1
10205,95,1,1
10205,96,1,0
10403,25,1,0
10403,26,1,0
10403,27,1,0
10403,28,1,0
10403,115,1,0
10403,116,1,0
10403,117,1,0
10403,118,1,0
10205,81,1,0
10205,82,1,0
10205,84,1,0
10702,13,1,1
10702,14,2,1
10702,321,2,1
10702,322,2,1
10702,324,2,1
10702,327,2,1
10502,181,1,1
10502,182,1,1
10502,183,1,1
10502,184,1,1
10502,397,1,1
10502,398,1,1
10502,400,1,1
10702,1,1,1
10702,2,1,1
10702,3,1,1
10702,4,1,1
10702,80,1,1
10702,82,2,1
10702,83,2,1
10702,84,2,1
10611,7,1,1
10611,11,1,1
10611,16,1,1
10611,20,1,1
10611,25,1,1
10611,37,1,1
10611,42,1,1
10611,45,1,1
10403,39,1,0
10403,40,1,0
10403,138,1,0
10403,140,1,0
10403,141,1,0
10403,143,1,0
10403,144,1,0
10205,117,1,1
10205,119,1,1
10502,25,1,1
10502,27,1,1
10502,138,2,1
10502,139,2,1
10502,140,2,1
10502,141,2,1
10703,31,1,1
10703,33,1,1
10703,34,1,1
10402,133,1,0
10402,134,1,0
10402,135,1,0
10402,136,1,0
10205,142,1,1
10205,143,1,1
10205,144,1,1
10205,311,1,1
10205,313,1,1
10205,314,1,1
10205,315,1,1
10701,86,1,1
10701,87,1,1
10701,88,1,1
10701,187,1,1
10701,188,1,1
10701,189,1,1
10701,190,1,1
10701,191,1,1
10705,33,1,1
10705,34,1,1
10705,35,1,1
10705,36,1,1
10705,138,1,1
10705,139,1,1
10705,141,1,1
10705,142,1,1
10605,26,1,1
10605,27,1,1
10605,28,1,1
10605,104,2,1
10605,106,2,1
10605,107,2,1
10605,108,2,1
10707,26,1,1
10707,28,1,1
10707,81,1,1
10707,82,1,1
10707,83,1,1
10707,84,1,1
10707,86,1,1
10707,93,1,1
10202,10,1,1
10202,12,1,1
10202,267,1,1
10202,268,1,1
10202,269,1,1
10202,270,1,1
10202,271,1,1
10202,272,1,1
10512,77,1,1
10512,78,1,1
10512,79,1,1
10512,164,1,1
10512,165,1,1
10512,168,1,1
10512,169,2,1
10512,171,1,1
10202,29,1,1
10202,30,1,1
10202,31,1,1
10202,76,1,1
10202,77,1,1
10202,78,1,1
10202,79,1,1
10202,80,1,1
10607,122,1,1
10607,123,1,1
10607,124,1,1
10607,125,1,1
10607,127,1,1
21801,10,1,1
21801,24,1,1
21801,37,1,1
21801,70,1,1
21801,101,1,1
21801,116,1,1
21801,129,1,1
21801,143,1,1
21801,2,1,1
21801,31,1,1
21801,47,1,1
21801,61,1,1
21801,90,1,1
21801,104,1,1
21809,20,1,1
21809,42,1,1
21809,53,1,1
21809,73,1,1
21809,82,1,1
21801,35,1,1
21801,56,1,1
21801,75,1,1
21801,93,1,1
21801,130,1,1
21801,147,1,1
21801,86,1,1
21809,21,1,1
21809,37,1,1
21809,53,1,1
21809,70,1,1
21809,86,1,1
21809,103,1,1
21809,119,1,1
21809,135,1,1
21809,12,1,1
21809,39,1,1
21809,52,1,1
21809,69,1,1
21809,82,1,1
21809,104,1,1
21809,140,1,1
21809,140,1,1
21801,11,1,1
21801,27,1,1
21801,58,1,1
21801,58,1,1
21801,58,1,1
21801,58,1,1
21801,75,1,1
21801,90,1,1
21801,105,1,1
21809,17,1,1
21809,33,1,1
21809,33,1,1
21809,47,1,1
21809,62,1,1
21809,78,1,1
21809,108,1,1
21809,17,1,1
21809,72,1,1
21809,91,1,1
21809,110,1,1
21809,129,1,1
21809,145,1,1
21801,1,1,1
21801,18,1,1
21801,34,1,1
21801,51,1,1
21801,100,1,1
21801,117,1,1
21801,150,1,1
21801,165,1,1
21801,2,1,1
21801,2,1,1
21801,19,1,1
21801,51,1,1
21801,69,1,1
21801,85,1,1
21801,102,1,1
21809,13,1,1
21809,13,1,1
21809,35,1,1
21809,57,1,1
21809,101,1,1
21809,124,1,1
21809,146,1,1
21801,15,1,1
21801,37,1,1
21801,60,1,1
21801,82,1,1
21801,105,1,1
21801,127,1,1
21809,25,1,1
21809,38,1,1
21809,66,1,1
21809,107,1,1
21809,121,1,1
21809,135,1,1
21809,148,1,1
21809,2,1,1
21809,16,1,1
21809,30,1,1
21809,43,1,1
21809,57,1,1
21809,71,1,1
21809,99,1,1
21809,125,1,1
21801,16,1,1
21801,32,1,1
21801,64,1,1
21801,80,1,1
21801,96,1,1
21801,113,1,1
21801,144,1,1
21801,160,1,1
21803,20,2,1
21803,59,2,1
21803,78,2,1
21803,98,2,1
21803,117,2,1
21803,136,2,1
21809,81,1,1
21809,5,1,1
21809,15,1,1
21809,30,1,1
21809,42,1,1
21809,54,1,1
21809,66,1,1
21809,103,1,1
21809,115,1,1
21801,14,1,1
21801,33,1,1
21801,70,1,1
21801,89,1,1
21801,107,1,1
21801,126,1,1
21809,35,1,1
21809,54,1,1
21809,74,1,1
21809,93,1,1
21809,131,1,1
21809,170,1,1
21809,67,1,1
21809,82,1,1
21801,5,1,1
21801,18,1,1
21801,24,1,1
21801,61,1,1
21801,78,1,1
21801,113,1,1
21801,130,1,1
21801,135,1,1
21801,5,1,1
21801,17,1,1
21801,29,1,1
21801,41,1,1
21801,65,1,1
21801,77,1,1
21801,19,1,1
21801,52,1,1
21801,69,1,1
21801,85,1,1
21801,102,1,1
21801,119,1,1
21809,15,1,1
21809,24,1,1
21809,49,1,1
21809,24,1,1
21809,33,1,1
21801,7,1,1
21801,20,1,1
21801,35,1,1
21801,60,1,1
21801,75,1,1
21801,86,1,1
21801,122,1,1
21801,7,1,1
21801,21,1,1
21801,50,1,1
21801,64,1,1
21801,78,1,1
21801,92,1,1
21801,120,1,1
21801,135,1,1
21809,16,1,1
21809,32,1,1
21809,44,1,1
21809,65,1,1
21809,81,1,1
21809,1,1,1
21809,18,1,1
21809,60,1,1
21809,87,1,1
21809,100,1,1
21809,114,1,1
21809,115,1,1
21809,6,1,1
21809,21,1,1
21809,35,1,1
21809,49,1,1
21809,64,1,1
21809,79,1,1
21809,123,1,1
21809,137,1,1
21801,27,1,1
21801,58,1,1
